,accuracy,balanced_accuracy,f1_weighted,relation,y_type,model
0,0.21312056737588653,0.2133333333333333,0.19594636053501074,Cause-Effect,P(E|C),bert
1,0.31020408163265306,0.31292929292929295,0.3018156381168405,Cause-Effect,P(E),bert
2,0.23891843971631205,0.23422222222222225,0.2303497837490441,Cause-Effect,probabilistic_causality_diff,bert
3,0.23891843971631205,0.23422222222222225,0.2303497837490441,Cause-Effect,delta_P,bert
4,0.2775510204081632,0.28044444444444444,0.26462657394104755,Cause-Effect,P(E|no C),bert
5,0.23891843971631205,0.23422222222222225,0.2303497837490441,Cause-Effect,q,bert
6,0.19591836734693877,0.19555555555555554,0.19218798022740655,Cause-Effect,p,bert
7,0.22163120567375888,0.2208888888888889,0.2150973171546997,Cause-Effect,causal_power,bert
8,0.2723404255319149,0.26711111111111113,0.26074235074808155,Cause-Effect,PMI,bert
9,0.2723404255319149,0.26711111111111113,0.26074235074808155,Cause-Effect,CPMI_-2,bert
10,0.26019323671497585,0.2604444444444445,0.2511138759088685,Cause-Effect,NPMI,bert
11,0.2599033816425121,0.2604444444444444,0.2541574547855339,Cause-Effect,NNEGPMI,bert
12,0.1909013605442177,0.19155555555555556,0.1903391933799257,Cause-Effect,P(C|E),bert
13,0.23404255319148937,0.23199999999999998,0.2263838583303704,Cause-Effect,causal_stength_nec,bert
14,0.2680851063829787,0.2657777777777778,0.25726086862168007,Cause-Effect,causal_stength_suf,bert
15,0.26382978723404255,0.26088888888888884,0.26347396015514346,Cause-Effect,causal_stength_0.5,bert
16,0.19574468085106383,0.19377777777777774,0.18796888956272967,Cause-Effect,causal_stength_0.7,bert
17,0.2680851063829787,0.26666666666666666,0.2644411249414643,Cause-Effect,causal_stength_0.9,bert
18,0.23404255319148937,0.23199999999999998,0.2263838583303704,Cause-Effect,causal_stength_1.0,bert
19,0.33877551020408164,0.34044444444444444,0.333546126703527,Cause-Effect,avg_freq_uni,bert
20,0.2693877551020408,0.27111111111111114,0.2659680856792287,Cause-Effect,avg_freq_bi,bert
21,0.17127659574468085,0.17111111111111113,0.16770886693521322,Cause-Effect,P(E|C),gpt2
22,0.2571428571428572,0.2598787878787879,0.24995202530872174,Cause-Effect,P(E),gpt2
23,0.19255319148936167,0.1911111111111111,0.19375444366642244,Cause-Effect,probabilistic_causality_diff,gpt2
24,0.19255319148936167,0.1911111111111111,0.19375444366642244,Cause-Effect,delta_P,gpt2
25,0.23673469387755103,0.24044444444444446,0.22638007346142314,Cause-Effect,P(E|no C),gpt2
26,0.19255319148936167,0.1911111111111111,0.19375444366642244,Cause-Effect,q,gpt2
27,0.2163265306122449,0.21422222222222223,0.21567268405045623,Cause-Effect,p,gpt2
28,0.25097517730496455,0.2515555555555556,0.24648121749640417,Cause-Effect,causal_power,gpt2
29,0.24255319148936166,0.24088888888888887,0.23267699308141737,Cause-Effect,PMI,gpt2
30,0.24255319148936166,0.24088888888888887,0.23267699308141737,Cause-Effect,CPMI_-2,gpt2
31,0.24231884057971015,0.2422222222222222,0.22635763671756576,Cause-Effect,NPMI,gpt2
32,0.26888888888888884,0.26844444444444443,0.26508415540129093,Cause-Effect,NNEGPMI,gpt2
33,0.15348639455782312,0.15555555555555556,0.15211855821005,Cause-Effect,P(C|E),gpt2
34,0.17872340425531916,0.17822222222222223,0.176824303166112,Cause-Effect,causal_stength_nec,gpt2
35,0.26382978723404255,0.2644444444444444,0.26646706068995946,Cause-Effect,causal_stength_suf,gpt2
36,0.2723404255319149,0.2724444444444444,0.25862755067649346,Cause-Effect,causal_stength_0.5,gpt2
37,0.2,0.20088888888888884,0.1959326395596075,Cause-Effect,causal_stength_0.7,gpt2
38,0.24680851063829787,0.24577777777777773,0.24640914162469998,Cause-Effect,causal_stength_0.9,gpt2
39,0.17872340425531916,0.17822222222222223,0.176824303166112,Cause-Effect,causal_stength_1.0,gpt2
40,0.326530612244898,0.3262222222222222,0.31641585078950507,Cause-Effect,avg_freq_uni,gpt2
41,0.273469387755102,0.27199999999999996,0.26929716840028334,Cause-Effect,avg_freq_bi,gpt2
42,0.20088652482269503,0.19911111111111113,0.18608179895720242,Cause-Effect,P(E|C),glove
43,0.27346938775510204,0.27559595959595956,0.2713009589137615,Cause-Effect,P(E),glove
44,0.23882978723404252,0.23777777777777778,0.23249973557608347,Cause-Effect,probabilistic_causality_diff,glove
45,0.23882978723404252,0.23777777777777778,0.23249973557608347,Cause-Effect,delta_P,glove
46,0.2571428571428572,0.25822222222222224,0.25452872370769963,Cause-Effect,P(E|no C),glove
47,0.23882978723404252,0.23777777777777778,0.23249973557608347,Cause-Effect,q,glove
48,0.2285714285714286,0.22844444444444445,0.22208643662324906,Cause-Effect,p,glove
49,0.25913120567375886,0.2613333333333333,0.25001230232089816,Cause-Effect,causal_power,glove
50,0.28510638297872337,0.284,0.27910087046574883,Cause-Effect,PMI,glove
51,0.28510638297872337,0.284,0.27910087046574883,Cause-Effect,CPMI_-2,glove
52,0.2866666666666667,0.2853333333333333,0.274638380658841,Cause-Effect,NPMI,glove
53,0.28202898550724637,0.28044444444444444,0.2721542748821895,Cause-Effect,NNEGPMI,glove
