,accuracy,balanced_accuracy,f1,f1_weighted,precision,recall,relation,roc_auc,y_type,model
0,0.23601350765681114,0.2357968483231641,,0.2338358972492806,,,Component-Whole,,P(E|C),bert
1,0.3304208423107046,0.33076606971343814,,0.3298486985261846,,,Component-Whole,,P(E),bert
2,0.2326955381284753,0.23266002844950212,,0.22902825454119619,,,Component-Whole,,probabilistic_causality_diff,bert
3,0.2326955381284753,0.23266002844950212,,0.22902825454119619,,,Component-Whole,,delta_P,bert
4,0.3237822542406583,0.3238406827880512,,0.32185114002293036,,,Component-Whole,,P(E|no C),bert
5,0.2348399333119197,0.23485064011379803,,0.23184295831125698,,,Component-Whole,,q,bert
6,0.2580599274996559,0.2582076813655761,,0.25553540533882957,,,Component-Whole,,p,bert
7,0.24850971996482835,0.24830725462304412,,0.2464448099503876,,,Component-Whole,,causal_power,bert
8,0.2772058306183943,0.277126600284495,,0.27674171554362637,,,Component-Whole,,"PMI(c, e)",bert
9,0.26254430567823156,0.2626304847357479,,0.2614894837761537,,,Component-Whole,,P(C|E),bert
10,0.3006476085593234,0.300597439544808,,0.3002112558579998,,,Component-Whole,,causal_stength_nec,bert
11,0.25164135272794014,0.251578947368421,,0.25010609880776935,,,Component-Whole,,causal_stength_suf,bert
12,0.2749641322137078,0.2749075391180654,,0.27439904867209663,,,Component-Whole,,causal_stength_0.5,bert
13,0.27828109943559853,0.27820768136557605,,0.27825423666710997,,,Component-Whole,,causal_stength_0.7,bert
14,0.27295568670780895,0.27283072546230447,,0.27199294365582605,,,Component-Whole,,causal_stength_0.9,bert
15,0.3006476085593234,0.300597439544808,,0.3002112558579998,,,Component-Whole,,causal_stength_1.0,bert
16,0.4195169702809771,0.4193172119487909,,0.4156082861947984,,,Component-Whole,,avg_freq_uni,bert
17,0.3727264106211475,0.3726600284495022,,0.3731776897030564,,,Component-Whole,,avg_freq_bi,bert
18,0.9893617021276595,0.5,0.0,,0.0,0.0,Other,0.7622461170848267,causal_dependency,bert
19,0.21547422639099878,0.21541353383458647,,0.2147778938484505,,,Other,,P(E|C),bert
20,0.2525186490773962,0.2523867741453948,,0.25238297379212093,,,Other,,P(E),bert
21,0.2168671679197995,0.21686716791979946,,0.214760853366897,,,Other,,probabilistic_causality_diff,bert
22,0.21611528822055134,0.21611528822055134,,0.21407299864165044,,,Other,,delta_P,bert
23,0.251203007518797,0.25120300751879704,,0.25064617539407297,,,Other,,P(E|no C),bert
24,0.21611528822055134,0.21611528822055134,,0.21407299864165044,,,Other,,q,bert
25,0.2460199631955434,0.24591478696741853,,0.2449079582296801,,,Other,,p,bert
26,0.24247104528902827,0.24254385964912278,,0.2415059257310749,,,Other,,causal_power,bert
27,0.2469423558897243,0.2469423558897243,,0.2455425892483724,,,Other,,"PMI(c, e)",bert
28,0.23399646103571786,0.23409774436090225,,0.23284012463804035,,,Other,,P(C|E),bert
29,0.24889724310776945,0.24889724310776945,,0.24777430929919841,,,Other,,causal_stength_nec,bert
30,0.24972431077694238,0.24972431077694238,,0.24896308242190407,,,Other,,causal_stength_suf,bert
31,0.2517418546365915,0.2517418546365915,,0.251586982164498,,,Other,,causal_stength_0.5,bert
32,0.2480827067669173,0.2480827067669173,,0.24619509251200755,,,Other,,causal_stength_0.7,bert
33,0.24743107769423558,0.2474310776942356,,0.24673932217983782,,,Other,,causal_stength_0.9,bert
34,0.24889724310776945,0.24889724310776945,,0.24777430929919841,,,Other,,causal_stength_1.0,bert
35,0.3793859649122807,0.3793859649122807,,0.3774045603973859,,,Other,,avg_freq_uni,bert
36,0.3367167919799499,0.3367167919799499,,0.33446733577522714,,,Other,,avg_freq_bi,bert
37,0.295639719311737,0.29561904761904756,,0.2884396984261208,,,Instrument-Agency,,P(E|C),bert
38,0.33511314044025764,0.3351428571428572,,0.33328880908348657,,,Instrument-Agency,,P(E),bert
39,0.30355314762245456,0.3035739348370927,,0.29614603158840813,,,Instrument-Agency,,probabilistic_causality_diff,bert
40,0.2994933416418565,0.2991929824561403,,0.2935316120663602,,,Instrument-Agency,,delta_P,bert
41,0.32338461538461544,0.3236190476190476,,0.3207209150388913,,,Instrument-Agency,,P(E|no C),bert
42,0.3033227784316893,0.3034786967418546,,0.29805882005951945,,,Instrument-Agency,,q,bert
43,0.31738461538461543,0.316952380952381,,0.314597261854271,,,Instrument-Agency,,p,bert
