,accuracy,balanced_accuracy,f1_weighted,relation,y_type,model
0,0.2531694404550703,0.25335806052787185,0.25053497389574925,Cause-Effect,P(E|C),bert
1,0.342609332319563,0.3424856205988281,0.34123564680122764,Cause-Effect,P(E),bert
2,0.24715721888992145,0.24709993011879802,0.24597186432883075,Cause-Effect,probabilistic_causality_diff,bert
3,0.24715721888992145,0.24709993011879802,0.24597186432883075,Cause-Effect,delta_P,bert
4,0.3418490045338064,0.34167714884696015,0.34040011221672545,Cause-Effect,P(E|no C),bert
5,0.2418940609951846,0.24187281621243883,0.24021721976477517,Cause-Effect,q,bert
6,0.25544479175466756,0.2555136268343815,0.2537909923475329,Cause-Effect,p,bert
7,0.24718537917828282,0.24711390635918934,0.245377353448701,Cause-Effect,causal_power,bert
8,0.27426431246655963,0.2742837176799441,0.27321403127749366,Cause-Effect,PMI,bert
9,0.27426431246655963,0.2742837176799441,0.27321403127749366,Cause-Effect,PPMI,bert
10,0.27426431246655963,0.2742837176799441,0.27321403127749366,Cause-Effect,CPMI_-2,bert
11,0.2720058573399792,0.2720055904961566,0.27109158591379257,Cause-Effect,NPMI,bert
12,0.27426431246655963,0.2742837176799441,0.27321403127749366,Cause-Effect,NNEGPMI,bert
13,0.2824758525527301,0.28249314626673117,0.2818163459511066,Cause-Effect,P(C|E),bert
14,0.2802793500605446,0.28037735849056605,0.2786264886066835,Cause-Effect,causal_stength_nec,bert
15,0.2832615245980119,0.28321453529000695,0.2826213317942512,Cause-Effect,causal_stength_suf,bert
16,0.2719945932246346,0.2720754716981132,0.27129583781377836,Cause-Effect,causal_stength_0.5,bert
17,0.28254343724479736,0.2826275331935709,0.28119329179111013,Cause-Effect,causal_stength_0.7,bert
18,0.2840190363549323,0.284178895877009,0.2813579230653295,Cause-Effect,causal_stength_0.9,bert
19,0.2802793500605446,0.28037735849056605,0.2786264886066835,Cause-Effect,causal_stength_1.0,bert
20,0.4177156374081271,0.4175541579315164,0.419149080272015,Cause-Effect,avg_freq_uni,bert
