,accuracy,balanced_accuracy,f1,f1_weighted,precision,recall,relation,roc_auc,y_type,model
0,0.23071740884610334,0.23073771226402803,,0.22866181673299937,,,Component-Whole,,P(E|C),bert
1,0.3101797521071613,0.31051014577330366,,0.31069289977620107,,,Component-Whole,,P(E),bert
2,0.22426891601764268,0.22443812233285917,,0.22288451163327574,,,Component-Whole,,probabilistic_causality_diff,bert
3,0.22426891601764268,0.22443812233285917,,0.22288451163327574,,,Component-Whole,,delta_P,bert
4,0.32255433701953223,0.32256045519203413,,0.32192798523129496,,,Component-Whole,,P(E|no C),bert
5,0.22216828033466401,0.2222190611664296,,0.22098581923755273,,,Component-Whole,,q,bert
6,0.2690576484803989,0.26910384068278803,,0.26673906183803314,,,Component-Whole,,p,bert
7,0.2616178560451006,0.26147937411095307,,0.2602394154527738,,,Component-Whole,,causal_power,bert
8,0.2656999954113706,0.2656045519203414,,0.2641010602975067,,,Component-Whole,,"PMI(c, e)",bert
9,0.2529586996260321,0.2534099281467702,,0.2518332053726408,,,Component-Whole,,P(C|E),bert
10,0.2657296685480047,0.26563300142247515,,0.26550195976315827,,,Component-Whole,,causal_stength_nec,bert
11,0.24052340965753533,0.24054054054054053,,0.23909698506225024,,,Component-Whole,,causal_stength_suf,bert
12,0.2656268832499732,0.2655192034139403,,0.26661803545881274,,,Component-Whole,,causal_stength_0.5,bert
13,0.2636981293687576,0.26366998577524897,,0.26421104327367906,,,Component-Whole,,causal_stength_0.7,bert
14,0.2763859469462186,0.27624466571835,,0.27686442737057326,,,Component-Whole,,causal_stength_0.9,bert
15,0.2657296685480047,0.26563300142247515,,0.26550195976315827,,,Component-Whole,,causal_stength_1.0,bert
16,0.42814359350861897,0.427823613086771,,0.42621655964479405,,,Component-Whole,,avg_freq_uni,bert
17,0.36538001498952266,0.36526315789473685,,0.36465551739918334,,,Component-Whole,,avg_freq_bi,bert
18,0.9900709219858156,0.5333333333333333,0.1,,0.2,0.06666666666666667,Other,0.7048984468339308,causal_dependency,bert
19,0.22413086686441935,0.22404761904761905,,0.22336598419544584,,,Other,,P(E|C),bert
20,0.26023517556390036,0.2600988678593034,,0.25898279871649627,,,Other,,P(E),bert
21,0.21706766917293235,0.2170676691729323,,0.2164049907106908,,,Other,,probabilistic_causality_diff,bert
22,0.2170426065162907,0.2170426065162907,,0.21629421136770088,,,Other,,delta_P,bert
23,0.25748120300751876,0.25748120300751876,,0.25573169933447987,,,Other,,P(E|no C),bert
24,0.2170426065162907,0.2170426065162907,,0.21629421136770088,,,Other,,q,bert
25,0.24469453733074603,0.24464912280701756,,0.24366302158509806,,,Other,,p,bert
26,0.23901525906390458,0.23911027568922308,,0.23756841212020907,,,Other,,causal_power,bert
27,0.24401002506265662,0.24401002506265668,,0.24359413482316064,,,Other,,"PMI(c, e)",bert
28,0.24892625255076556,0.24907268170426064,,0.24938691423570414,,,Other,,P(C|E),bert
29,0.2637218045112782,0.2637218045112782,,0.2615081952731243,,,Other,,causal_stength_nec,bert
30,0.24817042606516287,0.24817042606516299,,0.24576315951987868,,,Other,,causal_stength_suf,bert
31,0.24048872180451125,0.24048872180451125,,0.23968988067910457,,,Other,,causal_stength_0.5,bert
32,0.2474937343358396,0.2474937343358396,,0.24664451495022033,,,Other,,causal_stength_0.7,bert
33,0.2707894736842105,0.2707894736842105,,0.2695965447642414,,,Other,,causal_stength_0.9,bert
34,0.2637218045112782,0.2637218045112782,,0.2615081952731243,,,Other,,causal_stength_1.0,bert
35,0.4234085213032581,0.4234085213032581,,0.4214289243965766,,,Other,,avg_freq_uni,bert
36,0.3894736842105263,0.3894736842105263,,0.38706193191604016,,,Other,,avg_freq_bi,bert
37,0.2560661347688167,0.2562857142857143,,0.25289817358219185,,,Instrument-Agency,,P(E|C),bert
38,0.28556166490435453,0.2853333333333333,,0.2845747014124897,,,Instrument-Agency,,P(E),bert
39,0.2662046512343542,0.2662406015037594,,0.26322421143413377,,,Instrument-Agency,,probabilistic_causality_diff,bert
40,0.26614753013762915,0.2659649122807018,,0.26404273734798867,,,Instrument-Agency,,delta_P,bert
41,0.2894615384615385,0.28923809523809524,,0.28790261619291335,,,Instrument-Agency,,P(E|no C),bert
42,0.26005080508050804,0.2601553884711779,,0.25730637818979035,,,Instrument-Agency,,q,bert
43,0.2800769230769231,0.2799047619047619,,0.27748740634892843,,,Instrument-Agency,,p,bert
44,0.2800769230769231,0.27990476190476193,,0.2774874063489285,,,Instrument-Agency,,causal_power,bert
45,0.2983076923076923,0.29799999999999993,,0.29542999961122474,,,Instrument-Agency,,"PMI(c, e)",bert
46,0.2597277630675689,0.2608398268398268,,0.2585442733369563,,,Instrument-Agency,,P(C|E),bert
47,0.2877692307692308,0.2875238095238095,,0.2849061834938787,,,Instrument-Agency,,causal_stength_nec,bert
48,0.30400000000000005,0.30380952380952386,,0.30557786427706934,,,Instrument-Agency,,causal_stength_suf,bert
