,accuracy,balanced_accuracy,f1_weighted,relation,y_type,model
0,0.20263474460196917,0.20195238095238097,0.1964843077090692,Cause-Effect,P(E|C),bert
1,0.295308519982433,0.2922611832611833,0.27761287038574667,Cause-Effect,P(E),bert
2,0.23929635565690682,0.23407936507936505,0.2317093607994582,Cause-Effect,probabilistic_causality_diff,bert
3,0.23929635565690682,0.23407936507936505,0.2317093607994582,Cause-Effect,delta_P,bert
4,0.2483933112724821,0.2456349206349206,0.23371000990634005,Cause-Effect,P(E|no C),bert
5,0.23929635565690682,0.23407936507936505,0.2317093607994582,Cause-Effect,q,bert
6,0.23213074313906876,0.22482539682539682,0.22125663472941634,Cause-Effect,p,bert
7,0.23870124561667705,0.23092063492063492,0.2292062619531232,Cause-Effect,causal_power,bert
8,0.26307258632840025,0.256047619047619,0.2501043296829258,Cause-Effect,PMI,bert
9,0.26307258632840025,0.256047619047619,0.2501043296829258,Cause-Effect,CPMI_-2,bert
10,0.255886524822695,0.2564444444444444,0.24865650085926574,Cause-Effect,NPMI,bert
11,0.2599527186761229,0.2604444444444444,0.2576471723236328,Cause-Effect,NNEGPMI,bert
12,0.23973573916563823,0.23358730158730157,0.23092973236698885,Cause-Effect,P(C|E),bert
13,0.2309196617336152,0.22438095238095235,0.22007697602177032,Cause-Effect,causal_stength_nec,bert
14,0.29207188160676534,0.28704761904761905,0.2771944893135159,Cause-Effect,causal_stength_suf,bert
15,0.28670718816067653,0.2831111111111111,0.27705014325410204,Cause-Effect,causal_stength_0.5,bert
16,0.20246652572233964,0.1961111111111111,0.1947856824924183,Cause-Effect,causal_stength_0.7,bert
17,0.245630725863284,0.23860317460317457,0.23887445691398446,Cause-Effect,causal_stength_0.9,bert
18,0.2309196617336152,0.22438095238095235,0.22007697602177032,Cause-Effect,causal_stength_1.0,bert
19,0.32928414580588494,0.334,0.32209544230391585,Cause-Effect,avg_freq_uni,bert
20,0.2458854035264766,0.24711111111111106,0.23478688931762423,Cause-Effect,avg_freq_bi,bert
21,0.15788379622657747,0.15077777777777776,0.15355959557805945,Cause-Effect,P(E|C),gpt2
