,model,metric,split,value
0,bert,accuracy,,0.9188007495315428
1,bert,accuracy,,0.9256714553404123
2,bert,accuracy,,0.910625
3,bert,accuracy,,0.9199499687304565
4,bert,accuracy,,0.8980612883051907
5,bert,balanced_accuracy,,0.9024413646055437
6,bert,balanced_accuracy,,0.8871961620469083
7,bert,balanced_accuracy,,0.8998982926681816
8,bert,balanced_accuracy,,0.8835471765546818
9,bert,balanced_accuracy,,0.7939045746962117
10,bert,f1,,0.731404958677686
11,bert,f1,,0.7384615384615385
12,bert,f1,,0.7134268537074149
13,bert,f1,,0.7229437229437229
14,bert,f1,,0.6164705882352941
15,bert,precision,,0.6254416961130742
16,bert,precision,,0.6614173228346457
17,bert,precision,,0.5973154362416108
18,bert,precision,,0.6374045801526718
19,bert,precision,,0.5822222222222222
20,bert,recall,,0.8805970149253731
21,bert,recall,,0.835820895522388
22,bert,recall,,0.8855721393034826
23,bert,recall,,0.835
24,bert,recall,,0.655
25,bert,roc_auc,,0.9670042643923241
26,bert,roc_auc,,0.959907604832978
27,bert,roc_auc,,0.9570731048118948
28,bert,roc_auc,,0.9487741243745532
29,bert,roc_auc,,0.8905146533238028
30,glove,accuracy,,0.9131792629606496
31,glove,accuracy,,0.9175515302935665
32,glove,accuracy,,0.90875
33,glove,accuracy,,0.9124452782989368
34,glove,accuracy,,0.8818011257035647
35,glove,balanced_accuracy,,0.9120095948827291
36,glove,balanced_accuracy,,0.8953358208955224
37,glove,balanced_accuracy,,0.8988260982435926
38,glove,balanced_accuracy,,0.8942566118656183
39,glove,balanced_accuracy,,0.808180843459614
40,glove,f1,,0.7247524752475247
41,glove,f1,,0.725
42,glove,f1,,0.7091633466135457
43,glove,f1,,0.7131147540983607
44,glove,f1,,0.6004228329809727
45,glove,precision,,0.6019736842105263
46,glove,precision,,0.6236559139784946
47,glove,precision,,0.5913621262458472
48,glove,precision,,0.6041666666666666
49,glove,precision,,0.5201465201465202
50,glove,recall,,0.9104477611940298
51,glove,recall,,0.8656716417910447
52,glove,recall,,0.8855721393034826
53,glove,recall,,0.87
54,glove,recall,,0.71
55,glove,roc_auc,,0.9742359630419333
56,glove,roc_auc,,0.9661051883439944
57,glove,roc_auc,,0.9507252870742784
58,glove,roc_auc,,0.9592780557541101
59,glove,roc_auc,,0.9097105075053611
60,gpt2,accuracy,,0.9250468457214241
61,gpt2,accuracy,,0.9325421611492817
62,gpt2,accuracy,,0.9275
63,gpt2,accuracy,,0.9274546591619762
64,gpt2,accuracy,,0.8911819887429644
65,gpt2,balanced_accuracy,,0.9038823738450604
66,gpt2,balanced_accuracy,,0.8975159914712154
67,gpt2,balanced_accuracy,,0.890376566061757
68,gpt2,balanced_accuracy,,0.8899785561115082
69,gpt2,balanced_accuracy,,0.7728323802716226
70,gpt2,f1,,0.7457627118644067
71,gpt2,f1,,0.7599999999999999
72,gpt2,f1,,0.7444933920704846
73,gpt2,f1,,0.743362831858407
74,gpt2,f1,,0.5857142857142857
75,gpt2,precision,,0.6494464944649446
76,gpt2,precision,,0.6867469879518072
77,gpt2,precision,,0.6679841897233202
78,gpt2,precision,,0.6666666666666666
79,gpt2,precision,,0.5590909090909091
80,gpt2,recall,,0.8756218905472637
81,gpt2,recall,,0.8507462686567164
82,gpt2,recall,,0.8407960199004975
83,gpt2,recall,,0.84
84,gpt2,recall,,0.615
85,gpt2,roc_auc,,0.972547974413646
86,gpt2,roc_auc,,0.9623738450604122
87,gpt2,roc_auc,,0.961674828146615
88,gpt2,roc_auc,,0.9631379556826305
89,gpt2,roc_auc,,0.9035275196568977
90,conceptnet,accuracy,,0.9194253591505309
91,conceptnet,accuracy,,0.9237976264834479
92,conceptnet,accuracy,,0.915
93,conceptnet,accuracy,,0.9124452782989368
94,conceptnet,accuracy,,0.8943089430894309
95,conceptnet,balanced_accuracy,,0.8985376687988629
96,conceptnet,balanced_accuracy,,0.9052985074626866
97,conceptnet,balanced_accuracy,,0.9045302437064143
98,conceptnet,balanced_accuracy,,0.885686204431737
99,conceptnet,balanced_accuracy,,0.7960453895639743
100,conceptnet,f1,,0.7306889352818372
101,conceptnet,f1,,0.7436974789915967
102,conceptnet,f1,,0.7246963562753036
103,conceptnet,f1,,0.7083333333333333
104,conceptnet,f1,,0.6114942528735633
105,conceptnet,precision,,0.6294964028776978
106,conceptnet,precision,,0.6436363636363637
107,conceptnet,precision,,0.6109215017064846
108,conceptnet,precision,,0.6071428571428571
109,conceptnet,precision,,0.5659574468085107
110,conceptnet,recall,,0.8706467661691543
111,conceptnet,recall,,0.8805970149253731
112,conceptnet,recall,,0.8905472636815921
113,conceptnet,recall,,0.85
114,conceptnet,recall,,0.665
115,conceptnet,roc_auc,,0.9710518834399432
116,conceptnet,roc_auc,,0.9645984363894812
117,conceptnet,roc_auc,,0.958573821386278
118,conceptnet,roc_auc,,0.9481593995711223
119,conceptnet,roc_auc,,0.9100786275911366
