,model,metric,split,value
0,bert,accuracy,dev,0.9469387755102041
1,bert,accuracy,test,0.9407649253731343
2,bert,accuracy,dev,0.9364431486880467
3,bert,accuracy,test,0.941231343283582
4,bert,accuracy,dev,0.9405247813411078
5,bert,accuracy,test,0.9454036397573495
6,bert,accuracy,dev,0.9463556851311954
7,bert,accuracy,test,0.9426038264115726
8,bert,accuracy,dev,0.9498542274052478
9,bert,accuracy,test,0.9379374708352777
10,glove,accuracy,dev,0.9469387755102041
11,glove,accuracy,test,0.9379664179104478
12,glove,accuracy,dev,0.9358600583090378
13,glove,accuracy,test,0.9402985074626866
14,glove,accuracy,dev,0.9492711370262391
15,glove,accuracy,test,0.9435370975268316
16,glove,accuracy,dev,0.9504373177842566
17,glove,accuracy,test,0.9463369108726085
18,glove,accuracy,dev,0.9475218658892128
19,glove,accuracy,test,0.94493700419972
20,gpt2,accuracy,dev,0.9481049562682216
21,gpt2,accuracy,test,0.9430970149253731
22,gpt2,accuracy,dev,0.9416909620991254
23,gpt2,accuracy,test,0.9393656716417911
24,gpt2,accuracy,dev,0.9486880466472303
25,gpt2,accuracy,test,0.9538030797946804
26,gpt2,accuracy,dev,0.9516034985422741
27,gpt2,accuracy,test,0.94493700419972
28,gpt2,accuracy,dev,0.9516034985422741
29,gpt2,accuracy,test,0.9374708352776482
30,conceptnet,accuracy,dev,0.9434402332361516
31,conceptnet,accuracy,test,0.933768656716418
32,conceptnet,accuracy,dev,0.926530612244898
33,conceptnet,accuracy,test,0.9342350746268657
34,conceptnet,accuracy,dev,0.9446064139941691
35,conceptnet,accuracy,test,0.9463369108726085
36,conceptnet,accuracy,dev,0.9428571428571428
37,conceptnet,accuracy,test,0.9430704619692021
38,conceptnet,accuracy,dev,0.9486880466472303
39,conceptnet,accuracy,test,0.9416705552963136
